Id,Category,Topic,Source,Headline,Text,Link
113,1,Science,El Universal,La NASA te invita a recorrer la Luna desde tu casa,"La NASA te invita a recorrer la Luna desde tu casa
Los últimos datos recopilados por LRO integran el ""Tour de la Luna"" que te lleva por un recorrido virtual de nuestro satélite natural
El Lunar Reconnaissance Orbiter, de la NASA, ha recopilado datos sobre la topografía lunar. El Lunar Reconnaissance Orbiter, también conocido como LRO, de la NASA, ha recopilado datos sobre la topografía lunar, la temperatura, los recursos, la radiación solar y la geología desde su lanzamiento hace nueve años. Los últimos datos recopilador por LRO está en resolución 4K e integran el ""Tour de la Luna"" que te lleva por un recorrido virtual de nuestro satélite natural.
La primera parada de este recorrido es en la Cuenca Oriental ubicada en el borde del lado cercano occidental. Es del tamaño de Texas y es la estructura de impacto mejor conservada en la Luna. Los datos topográficos del LRO combinados con las mediciones de gravedad de la nave gemela GRAIL revelan la estructura debajo de la superficie y nos ayudan a comprender las consecuencias geológicas de los grandes impactos.
A diferencia de la Tierra, el eje de la Luna apenas se inclina en relación con el Sol. Esto significa que hay cráteres en los polos donde la luz del Sol nunca llega, llamados regiones permanentemente sombreadas. Como dato, el Polo Sur de la Luna tiene algunos de los lugares más fríos medidos en el Aistema Solar, unos *NUMBER* grados F.
Debido a que estos cráteres son tan fríos y oscuros, el agua que encuentra su camino en ellos nunca tiene la oportunidad de evaporarse. Varios de los instrumentos en LRO han encontrado evidencia de hielo de agua, que se puede ver en los puntos resaltados en esta visualización.
Por otro lado, South Pole-Aitken Basin es la estructura de impacto más grande, más profunda y más antigua observada de la Luna. Su diámetro es de aproximadamente *NUMBER* mil *NUMBER* km de ancho y ocupa una cuarta parte de la Luna. Esta zona es la mejor opción para un lugar de aterrizaje en el otro lado de la Luna.
Ahora vayamos al lado más cercano. Tycho Crater tiene *NUMBER* millones de años de juventud. Sí, eso es joven en el tiempo geológico. El pico central del cráter de impacto probablemente se formó a partir de material que rebotó de nuevo después de haber sido comprimido en el impacto, casi como un resorte.
También prominente en el lado cercano es la meseta de Aristarchus. Presenta un cráter tan brillante que puedes verlo a simple vista desde la Tierra. La meseta de Aristarchus es particularmente interesante para los científicos porque revela gran parte de la historia volcánica de la Luna. La región está cubierta de rocas de erupciones volcánicas y la gran estructura similar a un río es en realidad un canal hecho de un flujo de lava hace mucho tiempo.
Por mucho que estudiemos la Luna en busca de sitios para visitar, también miramos hacia atrás en los lugares que ya hemos visitado. Esto se debe a que los nuevos datos que LRO está reuniendo nos ayudan a reinterpretar la geología de los lugares familiares, lo que brinda a los científicos una mejor comprensión de la secuencia de eventos en la historia lunar temprana.
Ahora sigue el sitio de aterrizaje del Apolo *NUMBER* en el valle de Taurus-Littrow, que es más profundo que el Gran Cañón. La cámara LRO incluso puede capturar una vista de la mitad inferior del Apolo *NUMBER* Lunar Lander, que todavía se encuentra en la superficie, así como también del vehículo móvil.
Finalmente, llegamos al Polo Norte. Al igual que el Polo Sur, hay áreas que están en la sombra permanente y otras que disfrutan de una luz casi perpetua. Los científicos de LRO han tomado medidas detalladas de brillo y terreno del Polo Norte para modelar estas áreas de luz solar y sombra a través del tiempo. Los picos iluminados por el sol y los cráteres aquí pueden ser ubicaciones ideales para generar energía solar para futuras expediciones a la Luna.
LRO fue diseñado como una misión de un año. Ahora en su noveno año, la nave espacial y los datos enfatizan el poder de la recopilación de datos a largo plazo. Gracias a sus muchas órbitas alrededor de la Luna, han podido expandir la ciencia lunar desde las misiones Apolo mientras preparan el terreno para la futura exploración lunar.",http://www.eluniversal.com.mx/ciencia-y-salud/ciencia/la-nasa-te-invita-recorrer-la-luna-desde-tu-casa
114,1,Science,BBC,El misterioso ADN descubierto en una cueva bajo el hielo de Antártica,"El misterioso ADN descubierto en una cueva bajo el hielo de Antártica
Bajo un denso manto de hielo, en las profundidades del continente antártico, podría haber plantas y animales viviendo el clima cálido de las cuevas subterráneas.
Esto es lo que propone un equipo internacional de científicos que investigaron un extenso sistema de cuevas subterráneas alrededor del Monte Erebus, el segundo volcán activo de Antártica, en la isla de Ross.
Las muestras de suelo recogidas en las cuevas revelaron rastros de ADN de algas, musgos y pequeños animales.
Según explicó Ceridwen Fraser, investigadora de la Universidad Nacional de Australia (ANU), en Canberra, y coautora del estudio, la mayoría de las muestras se parecen a la de plantas y animales del resto de Antártica.
Sin embargo, algunas secuencias no pudieron ser identificadas, con lo cual una investigación más completa podría revelar especies que aún no han sido descubiertas.
Ambiente cálido
""Dentro de las cuevas puede estar muy cálido (hasta *NUMBER*º en algunas cuevas). Puedes estar en camiseta y sentirte cómodo"", afirmó Fraser.
Según la investigadora, las muestras son evidencia de que potencialmente hay plantas y animales vivos en las cuevas.
""Pero no los hemos visto y por lo tanto no podemos estar seguros"", le dijo la investigadora a medios australianos.
Todo indica ""que puede haber comunidades enteras de plantas y animales que no conocemos viviendo bajo el hielo"", añadió.
Craig Cary, investigador de la Universidad de Waikato en Nueva Zelanda y coautor del estudio, señaló que investigaciones previas habían descubierto una serie de bacterias y hongos en los volcanes antárticos.
""Los hallazgos de este nuevo estudio indican que puede haber plantas y animales más complejos también"".
Derechos de autor de la imagen ReutersImage caption La mayoría de los restos de ADN pertenecen a especies de animales de la Antártica, pero otros no pudieron ser identificados.
Los investigadores deberán ahora confirmar si están o no en las cuevas.
""Los próximos pasos consistirán en mirar en más detalle las cuevas y buscar organismos vivos. Si existen, abren la puerta a un mundo nuevo y emocionante"", afirmó Laurie Connell, coautora del estudio de la Universidad de Maine. Walmart enfrenta una polémica por la venta de mercancía con los mensajes ""Impeach *NUMBER*"" e ""Impeach Trump"", frases que promueven el juicio político contra Donald Trump, presidente de Estados Unidos. Simpatizantes del mandatario número *NUMBER* de EE.UU. han llamado a boicotear la cadena de supermercados, aunque en ella también ofrecen mercancía con la popular frase presidencial ""Make America Great Again"".",http://www.bbcmundo.com/mundo/noticias-41240270
115,1,Science,El Universal,Lanzan primera versión de Android P,"Lanzan primera versión de Android P
Google lanza la primera versión Developer Preview de Android P con importantes novedades
De momento, la característica que será más interesante para los usuarios es la mejora de las notificaciones de mensajes
El buscador Google liberó este miércoles el primer vistazo a la próxima versión de Android. Por ello, a partir de hoy, los desarrolladores pueden descargar la primera versión de Android P a Pixel y Pixel XL del año pasado, así como los nuevos Pixel *NUMBER* y Pixel *NUMBER* XL.
De acuerdo al portal Engadget, debido a que es una versión preliminar para desarrolladores, aún no hay mucha información acerca de las características orientadas al consumidor, no obstante, se sabe que hay una gran cantidad de detalles sobre qué nuevas características y desarrolladores de tecnologías podrán aprovechar en sus aplicaciones cuando la próxima versión de Android esté disponible.
De momento, la característica que será más interesante para los usuarios es la mejora de las notificaciones de mensajes: Google hizo que las notificaciones renovadas fueran una prioridad el año pasado, y Android P traerá más de sus conversaciones al tono de notificación.
Como muestran algunas capturas de pantalla, las aplicaciones de mensajería pueden incluir varias líneas de una conversación junto con las respuestas inteligentes de Google en el tono de notificación, lo que hace que las respuestas sean más rápidas, al tiempo que incluye más contexto conversacional.
También se ha dado soporte a nuevos códecs (formatos de archivos) de imágenes y video, a una mejor gestión de las cámaras duales.
Asimismo, como se comentó hace unos días, esta versión cuenta con soporte para dispositivos con ""notch"", (marco de aluminio situado en la parte superior del dispositivo y que está incrustado en la pantalla OLED y que en los equipos Apple incorpora el TrueDepth de reconocimiento facial y la cámara FaceTime), por lo que los usuarios podrán ver la pantalla completa, sin que esa pequeña pestaña superior afecte la visibilidad de las notificaciones.",http://www.eluniversal.com.mx/techbit/lanzan-primera-version-de-android-p
116,1,Science,El país,¿El empleado biónico?,"¿El empleado biónico?
Una empresa ha empezado a implantar chips debajo de la piel de sus trabajadores para identificarlos y reabre el debate sobre la privacidad en la era digital
La misma tecnología que se usa para pagar con el móvil puede abrir la puerta del garaje de casa, activar la música o encender la luz. Hace tiempo que Sony emplea esta técnica en las presentaciones de sus teléfonos. Una demostración de cómo el chip NFC (near field communication, comunicación por proximidad) puede activar órdenes sencillas. El chip, con su respectivo sensor emisor y receptor, siempre va dentro del aparato, ya sea un móvil o un reloj inteligente. Al acercarse al terminal de pago, una puerta, el interruptor o el sitio donde se encuentre el sensor programado para recibir la orden, ejecuta una acción.
Esta semana, *NUMBER* de los *NUMBER* empleados de The Square Market, una empresa tecnológica de Wisconsin, se han sumado al experimento de colocarse un chip de este tipo bajo la piel para moverse en su entorno de trabajo sin poner una clave, sin sacar una tarjeta de identificación, sin llaves… Escondido entre el pulgar y el índice de la mano llevan un pequeño trozo de ingeniería del tamaño de un grano de arroz. El programa —realizado en asociación con la empresa fabricante del chip, la sueca Biohax International— es el primero que se pone a prueba en EE UU. La FDA, organismo que regula medicamentos y aparatos médicos, lo aprobó en *NUMBER*, pero nadie había dado el paso. En Europa ya se utiliza desde hace unos meses en la firma sueca Epicenter.
¿Con este chip nos controlarán más? Depende. Si quisieran las empresas ya podrían ejercer este control sin necesidad de traspasar la piel. Con los sofisticados sistemas de cámaras y software de reconocimiento facial se puede tener un patrón bastante claro del recorrido de un empleado y saber si un día se sale de la norma. También existen los beacons, unos sensores diminutos que actúan como un faro emitiendo señales, y comunicándose con diferentes aparatos. Están instalados en centros comerciales —para enviar ofertas a los clientes potenciales—, en las máquinas expendedoras de bebidas y en las paradas de autobús de la zona financiera de San Francisco.
Google ya lo usa, sin traspasar la piel. Tanto en su sede como en sus conferencias. Hace dos años, al término del evento en el que presentó sus líneas de futuro, la empresa compartió datos generales de comportamiento de los asistentes durante los tres días que había durado el encuentro. Se pudo saber cuánta comida se había consumido, la cantidad de visitas al baño, la media de pasos y escaleras subidas de manera colectiva, por países, edades y sexo. Y sí, también mostraban las estadísticas personales, pero solo a cada uno. Al apuntarse al evento, además de pagar *NUMBER* dólares, se daba consentimiento para el análisis de datos de movimiento por el recinto.
¿Tomarán este ejemplo del chip más empresas? No es fácil. Además de permisos adicionales, es caro y hace falta un chip con su correspondiente implantación. ¿Para qué incrustar nada cuando ya se lleva de serie una cara, dos ojos y huellas dactilares? No es casualidad que los bancos comiencen a utilizar los selfies como fórmula de verificación del dueño de una cuenta desde el móvil. O que el próximo iPhone vaya a desbloquearse cuando sepa que tiene delante a su legítimo propietario.",https://elpais.com/tecnologia/2017/08/08/actualidad/1502216186_647020.html
119,1,Science,El Universal,Rechaza Facebook reporte del New York Times sobre manejo de datos,"Rechaza Facebook reporte del New York Times sobre manejo de datos
La plataforma rechazó un reporte del diario sobre que había permitido a Apple y a otros fabricantes de dispositivos acceder ""en profundidad"" a datos personales de usuarios
El software al que hizo referencia el periódico se puso en marcha hace *NUMBER* años y fue usado por unas *NUMBER* compañías, incluidas Amazon, Apple, Blackberry, HTC , Microsoft y Samsung
Facebook rechazó un reporte del New York Times de que había permitido a Apple y a otros importantes fabricantes de dispositivos acceder ""en profundidad"" a datos personales de usuarios, argumentando que los vínculos estaban estrictamente controlados y sujetos al consentimiento de las personas.
Las acciones de Facebook caían un *NUMBER* por ciento a *NUMBER* dólares el lunes.
El software al que hizo referencia el periódico se puso en marcha hace *NUMBER* años y fue usado por unas *NUMBER* compañías, incluidas Amazon, Apple, Blackberry, HTC , Microsoft y Samsung, escribió en un blog el vicepresidente de alianzas para productos de Facebook, Ime Archibong.
El NYT dijo que Facebook permitía a las compañías acceder a los datos de los amigos de los usuarios sin su consentimiento explícito, incluso después de declarar que ya no compartirían esa información con terceros.
Algunos fabricantes de dispositivos podrían incluso extraer información personal de amigos de los usuarios que creían que habían prohibido compartir información, dijo el periódico.
""En contra de lo que afirma el New York Times, la información de los amigos, como las fotos, solo era accesible en los dispositivos cuando la gente tomaba la decisión de compartir su información con esos amigos"", dijo Archibong.
Facebook ha estado bajo una minuciosa vigilancia por parte de los reguladores y accionistas tras descubrirse que la consultora británica Cambridge Analytica, que trabajó en la campaña presidencial de *NUMBER* de Donald Trump, accedió de forma indebida a datos de *NUMBER* millones de usuarios de la red social.",http://www.eluniversal.com.mx/techbit/rechaza-facebook-reporte-del-new-york-times-sobre-manejo-de-datos
121,1,Science,Forbes,Taxistas se modernizan para competir con Uber: lanzan Nekso,"Taxistas se modernizan para competir con Uber: lanzan Nekso
La aplicación, en alianza con la firma canadiense Nekso, ya está disponible en las tiendas digitales, pero comenzará a funcionar hasta finales de marzo.
Los taxistas de México se aliaron con la app de movilidad Nekso para recuperar el terreno perdido ante las aplicaciones de autos privado con chofer como Uber y Cabify, y para esto ofrecerán también su servicio a través de una plataforma digital, con la cual se suman a la tendencia que en su momento hizo que los usuarios los dejaran de lado.
Conscientes de la necesidad de modernizarse para competir contra ese ecosistema, el Movimiento Nacional de Taxistas emitió una licitación pública para buscar una empresa que les ayudaran a recuperar la clientela perdida. La ganadora fue Nekso, una empresa canadiense que se dedica a ofrecer soluciones tecnológicas al sector público.
Mediante esta alianza, el grupo capacitará y evaluará a sus taxistas afiliados, además de que los apoyará con nuevas unidades para volver a ser una opción preferente para los usuarios frente a esas trasnacionales, que desde su punto de vista operan fuera de la legalidad. El Movimiento Nacional de Taxistas fue uno de los principales grupos que se opusieron a la entrada de las apps de movilidad.
Nekso, que opera también en otros países de América Latina, funciona de manera similar a las apps de Uber o Cabify. El usuario descarga la aplicación, se registra y da de alta alguna forma de pago, selecciona un destino y un punto de partida; y a diferencia de su competencia, permitirá que el cliente seleccione al chofer (de entre seis opciones) con el que desea realizar el recorrido.
El método de pago será a través de tarjetas de crédito y débito, así como con tecnología p2p, con lo que quita al usuario la necesidad de cargar efectivo.
Nekso pretende iniciar sus operaciones con *NUMBER* unidades, las cuales ya cumplen con los requisitos determinados por la app y la asociación de taxistas, y forman parte de los *NUMBER* afiliados con los que cuenta esa agrupación.",https://www.forbes.com.mx/taxistas-modernizan-competir-uber-lanzan-nekso/
122,1,Science,ABC,WhatsApp-Facebook: la unión hace la fuerza a costa del usuario,"WhatsApp-Facebook: la unión hace la fuerza a costa del usuario
La popular aplicación de mensajería instantánea cambia por primera vez en cuatro años sus términos de uso de la plataforma
Pocas empresas son capaces de invertir (o gastar) *NUMBER* millones de euros en una aplicación para dispositivos móviles. Pocas, por no decir ninguna, verían negocio en tal operación financiera. Facebook sí lo hizo. En *NUMBER*, cuando decidió adquirir WhatsApp. Y porque tenía un objetivo claro desde el principio: hacerse con los datos de millones y millones de usuarios, personas con nombres y apellidos, para potenciar su estrategia publicitaria y conocerlos aún más.
Y tiene ante sí una verdadera mina de oro: información personal de numerosas personas que, inocentemente, ceden gratuitamente su vida digital al mejor postor. Y, todo, para mejorar el servicio, dice la compañía norteamericana. «Mejorar», un eufemismo de garantizarse el futuro como negocio publicitario, que en último trimestre le han ayudado a ganar la friolera suma de *NUMBER* millones de euros. Ahí es nada.
Los gigantes de internet, a menudo, por no decir siempre, acuden a una narrativa y un estilo jurídico ambiguo para la presentación de las condiciones de uso de sus servicios, muchos de ellos, plataformas que forman parte de la vida diaria de muchas personas. Tras cuatro años de silencio estamos ante la primera actualización de WhatsApp en este sentido, provocada precisamente por esta fusión con Facebook. «El problema e sque hay un vicio importante de base ya en inicio, que es cómo consientes tú la cesión de tus datos», asegura a este diario Sergio Carrasco, abogado especializado en derecho tecnológico en Fase Consulting.
La narrativa europea en protección de datos -recuerda este experto- está tratando de reforzar la idea de «consentimiento expreso» para este tipo de casos en los que se cambian los protocolos de uso de estos servicios que, efectivamente, y como se da por sentado, casi nadie suele leerlos exhaustivamente. La estrategia de WhatsApp (y, por ende, Facebook) ha sido la de presentar un formulario cuya casilla aparece activada por defecto, algo ilegal según los expertos consultados, y que además no se encuentra en la primera capa para dar esta autorización. Es en la letra pequeña, en los matices, donde se encuentra el negocio. «El consentimiento tiene que ser expreso y no se debe marcar por defecto, eso está totalmente prohibido».
El caso es que el usuario «no tiene conocimiento» del alcance de los datos que está permitiendo. «Uno de los términos que se comparten son los propios que identifican tu dispositivo, por lo que a través de internet el sistema puede saber dónde está tu dispositivo y crear un perfil mejor, así como la agenda de contactos para crear una enorme red de contactos enorme», explica este experto. La situación va incluso a más, puesto que, a partir de ahora, Facebook tendrá en su poder mil millones de números de teléfono procedentes de los usuarios de WhatsApp y, a su vez, a otros tantos ya que la aplicación tiene acceso a la agenda de contactos de los dispositivos. «Legalmente no está tan sencillo obtener estos datos, por eso esconden la autorización, para otorgarlos por defecto», insiste.
Si bien es cierto, aceptar los términos de uso es opcional, puesto que posteriormente, el usuario puede dirigirse a Ajustes/Cuenta de la aplicación y revocar el acceso, pero esta operación solo estará disponible durante los treinta primeros días de haber recibido el formulario. Una de las primeras críticas al respecto es el miedo a que Facebook, un gigante cada vez más grande, es que ahora tendrá el número de teléfono. Aunque sea algo nimio y banal, a muchos usuarios les preocupa el hecho de que pueda compartirlo con sus anunciantes. «Pero esto no es una novedad. En la gran mayoría de casos, Facebook ya tiene tu teléfono móvil, desde hace más de un año. La novedad es que ahora Facebook tendrá algunos datos de cómo y con quién usas tu Whatsapp. Por eso, el cambio va a influir más en la primera que en la segunda», considera Bruno Vázquez-Dodero, director de AulaCM, escuela de Comunicación y Marketing Digital.
En su opinión, la única novedad en el uso de esta aplicación de mensajería es que quizás podamos recibir algún mensaje privado sobre algo de nuestro interés. «La propia compañía ha puesto un ejemplo confuso sobre un posible retraso de un vuelo y de cómo sería interesante para todos que nos informaran por WhatsApp. Y digo que este caso es confuso porque está todavía por ver cómo va a saber Facebook que nosotros teníamos ese vuelo. En cualquier caso, esto realmente ya estaba sucediendo en algunos casos cuando nosotros le dábamos el teléfono móvil a la compañía de vuelo», sostiene.
«A Facebook le interesa ser menos intrusiva y ser más relevante e interesante para sus usuarios», añade, al tiempo que considera que con estas novedades la compañía consigue dos cosas: por un lado, sugerir mejores contactos a los usuarios según su agenda de WhatsApp y, por otro, mostrar anuncios más interesantes a los usuarios de Facebook. ¿Qué sucederá ahora entonces? «Creo que no debería afectar mucho. A priori lo que va a suceder es que Facebook te recomendará algunos amigos y te mostrará las publicaciones de aquellos con quienes hables más por Whatsapp. Siempre tienes la posibilidad de no agregar esos amigos y ocultar las publicaciones de alguien a quien no quieras ver en Facebook».
Por lo pronto, y de cara a tranquilizar a los usuarios menos benevolentes con este tipo de movimientos propios del sector, la Agencia Española de Protección de Datos ha indicado que vigilará atentamente los nuevos términos de uso de esta popular aplicación. «Como se hace habitualmente cuando surgen inquietudes con respecto al impacto sobre la privacidad y la protección de datos de los ciudadanos, estamos estudiando los cambios introducidos por la compañía de mensajería en sus términos de uso y política de privacidad», adelantan fuentes del regulador nacional.",https://www.abc.es/tecnologia/moviles/aplicaciones/abci-whatsapp-facebook-union-hace-fuerza-costa-usuario-201608261534_noticia.html
123,1,Science,Excelsior,Informa Facebook a usuarios afectados en su privacidad,"Informa Facebook a usuarios afectados en su privacidad
La plataforma comenzó a notificar a ciertos usuarios que su información quedó comprometida debido al escándalo de privacidad de la empresa Cambridge Analytica
WASHINGTON
Facebook comenzó a notificar este martes a ciertos usuarios que su información quedó comprometida debido al escándalo de privacidad de la empresa Cambridge Analytica.
Al entrar a la red social, algunos usuarios vieron una notificación que les decía que uno de sus amigos usó la plataforma para ingresar a una aplicación sobre personalidad llamada ""This Is Your Digital Life"", que ahora está prohibida.
El aviso añade que la aplicación abusó de la información obtenida, incluyendo el perfil público, los ""Me Gusta"", fechas de cumpleaños y ciudad de residencia, al compartirla con la empresa de búsqueda y procesamiento.
Se supone que hasta *NUMBER* millones de usuarios cuya información podría haber sido compartida de esta manera iban a recibir a partir del lunes un mensaje detallado sobre la información en su canal de noticias.
La red social publicó que más de *NUMBER* millones de los usuarios afectados están en Estados Unidos, aunque hay más de un millón tanto en Filipinas como en Indonesia y Gran Bretaña.
Horas más tarde, grupos de usuarios presentaron demandas separadas contra Facebook, acusándola de violar su privacidad al compartir datos con Cambridge Analytica.
Una demanda, presentada en California, pide el cese de lo que califica de prácticas injustas y engañosas por parte de la red social.
Otra demanda, presentada en Delaware, asevera que Facebook violó un acuerdo firmado en el *NUMBER* con la Comisión Federal de Comercio. Acusa también a Cambridge Analytica y a sus socios, señalándolos de fraude al obtener los datos personales de unos *NUMBER* millones de usuarios de la plataforma sin su consentimiento, y ni siquiera su conocimiento.
Ambas demandas buscan estatus de denuncia colectiva; abogados involucrados en el caso de Delaware dicen estar al tanto de una docena de demandas adicionales.
Por su parte, Twitter señaló que respalda la Ley de Publicidad Honesta, un proyecto presentado por los partidos estadunidenses para volver más transparente la publicidad política al revelar quién la paga y otra información.
Google, Facebook y Twitter fueron interrogados a fines del año pasado acerca de la injerencia rusa en las elecciones y se les preguntó si apoyarían el proyecto.",https://www.excelsior.com.mx/global/informa-facebook-a-usuarios-afectados-en-su-privacidad/1231643
125,1,Science,El país,Un sistema de bajo coste de búsqueda de vida extraterrestre,"Un sistema de bajo coste de búsqueda de vida extraterrestre
Un investigador plantea un método para buscar señales de tecnología alienígena entre los datos que recogen los satélites que buscan exoplanetas
En un universo con *NUMBER* millones de galaxias con un número similar de soles en cada una, parece improbable que sea la Tierra el único mundo poblado por seres inteligentes. El cosmos está hecho con átomos que se comportan igual allá donde se encuentren y componen los mismos elementos químicos. Sin embargo, las dificultades para encontrarla son considerables. Las distancias hasta otras galaxias, incluso a algunas de las más cercanas, como Andrómeda, a *NUMBER* años luz de distancia, las hacen prácticamente inalcanzables. Tenemos que ceñirnos, por lo tanto, a una región cercana de nuestra galaxia.
También es posible que se nos escapen algunos seres inteligentes que aún no hayan desarrollado la tecnología necesaria para captar nuestras señales de radio o enviárnoslas a nosotros, como pasaría si alguien hubiese tratado de comunicarse con los humanos inteligentes que ya habitaban la Tierra hace más de *NUMBER* años. Además, puede ser que las otras inteligencias no se comuniquen utilizando ondas electromagnéticas o simplemente sean algo tan extraño como el oceánico consciente que cubría el planeta Solaris en la novela de Stanislaw Lem.
Asumiendo la dificultad de la tarea, Héctor Socas, investigador del Instituto Astrofísico de Canarias (IAC), acaba de publicar un artículo en el que propone un método para buscar señales de desarrollo tecnológico en otros sistemas solares. Héctor Socas propone analizar la información recogida por satélites como Kepler, encargado de una búsqueda masiva de planetas extrasolares, en busca de objetos en el cinturón de Clarke. Esta región, bautizada así en homenaje al escritor Arthur C. Clarke, que propuso el uso de la órbita geoestacionaria para telecomunicaciones, es una órbita circular de *NUMBER* kilómetros sobre el ecuador que ahora ocupan satélites como el Meteosat.
En su trabajo, que se publica en The Astrohpysical Journal, muestra distintas simulaciones para determinar cuál sería la huella que dejarían sobre la luz de su estrella al pasar por delante de su planeta. En el texto también se explica cómo se podría distinguir un cinturón de satélites artificiales de anillos naturales como los que rodean Saturno. ""Esta búsqueda además sale gratis, porque se trataría de buscar otras cosas en los mismos datos que nos ofrecen los satélites que buscan exoplanetas"", afirma Socas.
""El trabajo se haría en dos fases, una primera fase de búsqueda y una de confirmación. Primero tienes misiones como Kepler que miran miles de estrellas. Una vez que tienes un candidato interesante, se trataría de dirigir hacia esa estrella telescopios muy potentes como el espacial James Webb [que se lanzará en *NUMBER*] o el Telescopio de Treinta Metros"", explica el investigador del IAC.
Esta nueva generación de telescopios ayudará a resolver un misterio sobre los planetas extrasolares. De los que se han encontrado hasta ahora, solo uno de ellos tiene anillos, un supersaturno con unos anillos monstruosos que podrían ser en realidad la materia prima de una luna en formación. ""Esto puede ser porque la búsqueda de exoplanetas está muy centrada en planetas cercanos a su estrella y no más allá de la línea de hielo que, como sucede en el Sistema Solar, es donde se encuentran los planetas con anillos"", apunta Socas. En estos mundos, tampoco se ha encontrado de momento ninguna luna que los orbite.
La dificultad de buscar lo que se quiere encontrar en el momento adecuado se plasma cuando se da la vuelta a la idea de Socas ""Si mirasen hacia nosotros desde otro planeta en busca de tecnología creada por vida inteligente, no verían nada"", indica. ""Al ritmo actual de ocupación de la órbita geoestacionaria seríamos detectables en el año *NUMBER*"", concluye.",https://elpais.com/elpais/2018/03/16/ciencia/1521223755_707491.html
126,1,Science,Hipertextual,"Microsoft se suma a Apple e incluirá adblocker y ""antirrastreo"" en Edge","Microsoft se suma a Apple e incluirá adblocker y ""antirrastreo"" en Edge
Microsoft se suma a Apple para proteger la privacidad de los usuarios e incluirá bloqueadores de contenido en su navegador Edge para iOS y Android.
Parece que todos van contra Google, pero lo cierto es que al final es su negocio. Desde que Apple anunciase los planes de introducir sistemas antirrastreo en el navegador Safari de iOS y abrir la puerta a los bloqueadores de anuncios dentro de su tienda de aplicaciones las cosas han cambiado en el panorama móvil. Y está próximos a endurecerse con las nuevas medidas que plantea con la llegada de iOS *NUMBER* y Mojave.
No obstante, hasta ahora Apple estaba sola en esta lucha contra los anuncios intrusivos y el rastreo de usuarios, al menos en los que se refiere a las grandes compañías. Sí, Android incluye una buena lista de bloqueadores en sus tiendas, y muchos de ellos son capaces de eliminar los rastreadores a nivel del sistema (incluyendo en apps de terceros), pero por defecto el asunto sigue en manos de Google y no todos los usuarios utilizan estas herramientas.
Lógicamente, Google no va a potenciar esta industria. Si bien ha colaborado con algunas compañías de adblockers para lo que se llaman ""anuncios aceptables"", pero como viene siendo lógico el grueso del modelo de negocio de Google es la publicidad. Ahora las cosas van a complicarse un poco para la compañía, y decimos un poco porque el siguiente movimiento de Microsoft va a aumentar la leña a esta lucha entre la publicidad responsable, invasiva y el rastreo de los usuarios.
Y es que Microsoft ha confirmado que su navegador Edge para iOS y Android va a incluir de serie un bloqueador de publicidad activado por defecto. Si bien la cuota del navegados es complicado que haga sombra a Chrome en Android o Safari en iOS, si que pone de manifiesto otra gran compañía, junto con Mozilla, que se suma al bloqueo de contenidos del lado de usuario activado por defecto.
Chrome para el escritorio activó recientemente un bloqueado de anuncios, controlado por Google pero que está muy lejos de lo que hacen los grandes adblockers. La duda es si a corto plazo se instalará en toda plataforma mayoritaria este movimiento, obligando a cambiar diametralmente la publicidad que ven los usuarios en la red.",https://hipertextual.com/2018/06/microsoft-adblocker-edge
128,1,Science,La Parada Digital,Abren sitio web con información de espacios en guarderías del IMSS en Juárez,"Abren sitio web con información de espacios en guarderías del IMSS en Juárez
Juárez.- A partir de la colaboración de las dependencias que integran la Mesa de Trabajo sobre los Derechos Humanos y Laborales de las Mujeres en Ciudad Juárez, se creó una plataforma virtual para conocer los espacios disponibles y ubicación de las guarderías del Instituto Mexicano del Seguro Social (IMSS), a fin de facilitar a las familias juarenses el acceso a este servicio de cuidado infantil.
La asociación civil Desarrollo Económico de Ciudad Juárez, en coordinación con el IMSS, desarrollaron un portal en línea en donde se presenta el directorio de guarderías con los espacios disponibles por sala, para que las madres y padres de familia conozcan cuál es la más accesible según su ruta de la casa al trabajo y viceversa.
La coordinadora de proyectos de Desarrollo Económico A.C, Claudia Ochoa, indicó que esta página se actualizará los días quince de cada mes con la información que el IMSS proporcione.
Ochoa agregó que el portal también permite la inscripción en línea, al dar click en el mapa para conocer la dirección de la guardería.
Actualmente, el IMSS registra en las *NUMBER* estancias de cuidado infantil ubicadas en Ciudad Juárez, mil *NUMBER* espacios disponibles, es decir, el *NUMBER* por ciento de la ocupación total.
Por ello se busca que las familias juarenses que cuentan con esta prestación, aprovechen estos espacios gratuitos para el cuidado de sus hijas e hijos desde los *NUMBER* días a cuatro años de edad, en donde incluso se imparte el primer año de preescolar desde el *NUMBER*.
Las y los interesados pueden acceder a esta información a través de la siguiente liga: *URL*-guarderias-imss/.",https://www.laparadadigital.com/abren-sitio-web-con-informacion-de-espacios-en-guarderias-del-imss-en-juarez/
