;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
516;1539;La he podido ver y disfrutar en una de las sagas de videojuegos que más me gusta.  Una lástima no haberla visto en persona 😢 HASHTAG https://t.co/B20FSYdHfQ;-1.0;La he podido ver y disfrutar en una de las sagas de videojuegos que más me gusta  Una lástima no haberla visto en persona;1.0
517;1543;El HASHTAG campeón de HASHTAG 2018-19🏆  ¡Felicidades familia blaugrana! 🔵🔴  HASHTAG HASHTAG https://t.co/J6i5FpUdr9;1.0;El campeón de 201819 Felicidades familia blaugrana;1.0
518;1545;La verdad no soy muy conocedora de la historia ni podria decir cuántos años de historia guardaba la catedral, lo que si sé es que en la actualidad perder un monumento como HASHTAG es una perdida invaluable, qué tristeza 😣. Duelen las imágenes;-1.0;La verdad no soy muy conocedora de la historia ni podria decir cuántos años de historia guardaba la catedral  lo que si sé es que en la actualidad perder un monumento como es una perdida invaluable  qué tristeza  Duelen las imágenes;-1.0
519;1546;En USER escuché  HASHTAG de mi bello USER Gracias HASHTAG y HASHTAG  HASHTAG Saludos de USER HASHTAG 🍇💜 HASHTAG HASHTAG;1.0;En escuché de mi bello Gracias y Saludos de;1.0
520;1547;Greta Thunberg es la adolescente que conmueve al mundo con su cruzada contra el cambio climático, antes de que sea demasiado tarde. https://tinyurl.com/yyn4skw5  Vía USER HASHTAG HASHTAG;1.0;Greta Thunberg es la adolescente que conmueve al mundo con su cruzada contra el cambio climático  antes de que sea demasiado tarde  Vía;1.0
521;1551;"¡Feliz Día Internacional del Libro! 📖📚 HASHTAG HASHTAG  ""Érase una vez la historia de niñas y niños increíbles que por alguna razón desconocida vinieron al mundo para transformar familias corrientes en... https://t.co/DGh1nh0JQo";1.0;Feliz Día Internacional del Libro  Érase una vez la historia de niñas y niños increíbles que por alguna razón desconocida vinieron al mundo para transformar familias corrientes en ;1.0
522;1553;Gracias feriado x caer en día de HASHTAG;1.0;Gracias feriado x caer en día de;-1.0
523;1561;SATISFACCIÓN, esa é a palabra ✊🏼#ElecccionesGenerales28A HASHTAG;1.0;SATISFACCIÓN  esa é a palabra ElecccionesGenerales28A;0.0
524;1563;HASHTAG de Dios. Impresionante su nivel mostrado. Hegemónico https://t.co/WXHjHxvso0;1.0;de Dios  Impresionante su nivel mostrado  Hegemónico;-1.0
525;1565;Este país cuando sale a la calle y ejerce la democracia es la hostia y no necesita milagros. Estoy tremendamente orgulloso de vivir en España y de mis compatriotas. Hoy sí que me dan ganas de pasear mi bandera. HASHTAG;1.0;Este país cuando sale a la calle y ejerce la democracia es la hostia y no necesita milagros  Estoy tremendamente orgulloso de vivir en España y de mis compatriotas  Hoy sí que me dan ganas de pasear mi bandera ;-1.0
526;1568;HASHTAG solo con ver que UP ha duplicado casi a vox me voy a dormir contento;1.0;solo con ver que UP ha duplicado casi a vox me voy a dormir contento;1.0
527;1571;USER 3⃣ Con esta bella ilustración de USER queremos reconocer en el HASHTAG la labor de nuestros bibliotecarios y bibliotecólogos, su amor por los libros se ha propagado por muchos de nosotros. ¡En HASHTAG celebramos el idioma cada día! 📖❤️🤓 https://t.co/k4lInRkOHS;1.0;3 Con esta bella ilustración de queremos reconocer en el la labor de nuestros bibliotecarios y bibliotecólogos  su amor por los libros se ha propagado por muchos de nosotros  En celebramos el idioma cada día;1.0
528;1572;Ante el incendio, cientas de personas comenzaron a cantar y a rezar. Lamentable pérdida para el mundo.  HASHTAG https://t.co/huzOdtfsC5;-1.0;Ante el incendio  cientas de personas comenzaron a cantar y a rezar  Lamentable pérdida para el mundo ;-1.0
529;1573;HASHTAG Lo que maas me alegra ea que el HASHTAG es campeon de HASHTAG nuevamente;1.0;Lo que maas me alegra ea que el es campeon de nuevamente;1.0
530;1574;+ graves) no se rinden, me da pena que se les valore tan poco el trabajo que realizan, no sabéis la de historias que me a contado mi padre y de las cuales os pueden llegar a sorprender. Sin ellos no sé qué haríamos HASHTAG;-1.0;graves  no se rinden  me da pena que se les valore tan poco el trabajo que realizan  no sabéis la de historias que me a contado mi padre y de las cuales os pueden llegar a sorprender  Sin ellos no sé qué haríamos;-1.0
531;1578;Enhorabuena al PSOE por este fantástico resultado. HASHTAG;1.0;Enhorabuena al PSOE por este fantástico resultado ;0.0
532;1580;¿Conoces a USER? Queremos apoyar públicamente su iniciativa contra el HASHTAG y apoyamos la gran manifestación a escala global de mañana.. 🌍¿Estáis con ella? ¡Ayúdanos a difundir! 🔊  HASHTAG  https://t.co/V0HHH0IMtu;1.0;Conoces a  Queremos apoyar públicamente su iniciativa contra el y apoyamos la gran manifestación a escala global de mañana   Estáis con ella  Ayúdanos a difundir;1.0
533;1584;HASHTAG lamenta incendio en HASHTAG y da consejo que no debería tomarse en cuenta ►https://t.co/NlNLkzSG0w https://t.co/SX4MqCGe29;-1.0;lamenta incendio en y da consejo que no debería tomarse en cuenta;-1.0
534;1587;Acabo de ver la gran pérdida que estamos teniendo en estos momentos en HASHTAG... La catedral de HASHTAG está en llamas😭 Hoy la humanidad ha perdido otro gran monumento arquitectónico 😔 https://t.co/eKIPXOTjKp;-1.0;Acabo de ver la gran pérdida que estamos teniendo en estos momentos en  La catedral de está en llamas Hoy la humanidad ha perdido otro gran monumento arquitectónico;-1.0
535;1589;Es muy doloroso que el 99% de las declaraciones de los civiles que hoy protestan, sean padres que se ahogan en llanto, cuando les preguntan: ¿por qué luchan? Y su respuesta es porque no quiero que mi hijo se vaya, y/o porque quiero que mi hijo regrese. HASHTAG;-1.0;Es muy doloroso que el 99 de las declaraciones de los civiles que hoy protestan  sean padres que se ahogan en llanto  cuando les preguntan  por qué luchan  Y su respuesta es porque no quiero que mi hijo se vaya  y o porque quiero que mi hijo regrese ;-1.0
536;1590;"""Hay grandes libros en el mundo y grandes mundos en los libros"".  ¡Feliz HASHTAG! 🌎📚";1.0; Hay grandes libros en el mundo y grandes mundos en los libros   Feliz;1.0
537;1591;Felicidades a todos por ejercer vuestro derecho a voto -hace no mucho esto no era posible-. Esto es lo que tiene la democracia, hay que aceptar la decisión del pueblo, la nuestra. HASHTAG;1.0;Felicidades a todos por ejercer vuestro derecho a voto hace no mucho esto no era posible  Esto es lo que tiene la democracia  hay que aceptar la decisión del pueblo  la nuestra ;1.0
538;1593;Orgullosa del día de hoy HASHTAG;1.0;Orgullosa del día de hoy;0.0
539;1597;Pues el gran perdedor de la noche ha sido Pablo FraCASADO HASHTAG HASHTAG;1.0;Pues el gran perdedor de la noche ha sido Pablo FraCASADO;-1.0
540;1601;Mi solidaridad con los parisinos, con la alcaldesa de París USER y con toda Francia por el incendio de la emblemática catedral de  HASHTAG, patrimonio arquitectónico, cultural y religioso de la humanidad. una pena https://t.co/DzIQZCA5SR;-1.0;Mi solidaridad con los parisinos  con la alcaldesa de París y con toda Francia por el incendio de la emblemática catedral de  patrimonio arquitectónico  cultural y religioso de la humanidad  una pena;-1.0
541;1606;Hoy he votado por primera vez en mi vida. Hoy he votado gracias a ellas HASHTAG https://t.co/aAqQeLXs8h;1.0;Hoy he votado por primera vez en mi vida  Hoy he votado gracias a ellas;0.0
542;1608;Servicio público y literario  En la 45° Feria Internacional del Libro en Buenos Aires se puede encontrar esta joya a sólo 150 pesos argentinos (3,5 usd aprox.)  HASHTAG HASHTAG HASHTAG HASHTAG ❧ HASHTAG https://t.co/MhAHn0dLQE;1.0;Servicio público y literario En la 45 Feria Internacional del Libro en Buenos Aires se puede encontrar esta joya a sólo 150 pesos argentinos  3  5 usd aprox  ;-1.0
543;1609;USER Infeliz hasta cuándo se aferra al poder, ya es hora q el pueblo y todos se levanten  HASHTAG;-1.0;Infeliz hasta cuándo se aferra al poder  ya es hora q el pueblo y todos se levanten;-1.0
544;1610;Merecidísima hostia de la derecha, más feliz imposible HASHTAG;1.0;Merecidísima hostia de la derecha  más feliz imposible;1.0
545;1619;USER Lamentablemente... pero esas bolas que les faltan al gobierno, las tiene el Pueblo de Mexico que apoya a los hermanos Venezolanos HASHTAG;-1.0;Lamentablemente  pero esas bolas que les faltan al gobierno  las tiene el Pueblo de Mexico que apoya a los hermanos Venezolanos;-1.0
546;1626;HASHTAG en su momento más emocionante. Vamos a vivirlo juntos. HASHTAG https://t.co/fgxaKrzmL7;1.0;en su momento más emocionante  Vamos a vivirlo juntos ;1.0
547;1627;No lo puedo creer!!!  MESSI ES EL DIOS DEL FÚTBOL.  El alfa y el omega, cronos, todo   HASHTAG;1.0;No lo puedo creer MESSI ES EL DIOS DEL FÚTBOL  El alfa y el omega  cronos  todo;0.0
548;1632;Nos empeñamos en hacer daño en el nombre de Dios... HASHTAG HASHTAG HASHTAG Hoy pretenden destruir la cultura, pero solo quienes hacen actos como éste se alejan de ella. https://t.co/Is0ODPBVsA;-1.0;Nos empeñamos en hacer daño en el nombre de Dios  Hoy pretenden destruir la cultura  pero solo quienes hacen actos como éste se alejan de ella ;-1.0
549;1635;HASHTAG 1-0.Gol de HASHTAG y decidió 26º HASHTAG de HASHTAG.Respeto al estilo ofensivo del club valenciano, pero nos encantan la victoria. Próximo HASHTAG. HASHTAG! HASHTAG https://t.co/aoArPEKP4b;1.0;10  Gol de y decidió 26º de  Respeto al estilo ofensivo del club valenciano  pero nos encantan la victoria  Próximo ;1.0
550;1637;¡El Barcelona se proclama campeón de HASHTAG! 🏆  Los culés están a tan sólo SIETE ligas de empatar al Real Madrid. 😲👇  https://t.co/RLHlvOqdlA;1.0;El Barcelona se proclama campeón de Los culés están a tan sólo SIETE ligas de empatar al Real Madrid ;0.0
551;1641;Alegría porque el PSOE ha ganado las elecciones.  Si eso no hace que veamos lo jodidos que estamos ya no se me ocurre nada.  HASHTAG HASHTAG  HASHTAG;1.0;Alegría porque el PSOE ha ganado las elecciones  Si eso no hace que veamos lo jodidos que estamos ya no se me ocurre nada ;1.0
552;1648;USER Un pueblo unido jamas sera vencido HASHTAG animo les da el pueblo de HASHTAG;1.0;Un pueblo unido jamas sera vencido animo les da el pueblo de;1.0
553;1650;Gol de FIFA JAJAJA HASHTAG 2-0 HASHTAG HASHTAG  Venga un 3-0.;1.0;Gol de FIFA JAJAJA 20 Venga un 30 ;0.0
554;1655;"HASHTAG  ""...porque en lo más profundo de la posesión no estás en mí, no te alcanzo, no paso de tu cuerpo, de tu risa, hay horas en que me atormenta que me ames...""";-1.0;  porque en lo más profundo de la posesión no estás en mí  no te alcanzo  no paso de tu cuerpo  de tu risa  hay horas en que me atormenta que me ames  ;0.0
555;1657;El Papá de mi cuñado. Un Héroe. Fuerza Venezuela!!! HASHTAG HASHTAG HASHTAG USER USER https://t.co/ZWRYUT7fo1;1.0;El Papá de mi cuñado  Un Héroe  Fuerza Venezuela;1.0
556;1660;Nuestro corazón está con todos nuestros amigos de HASHTAG  Los acompañamos en este doloroso momento  HASHTAG HASHTAG https://t.co/2T240SUTAu;-1.0;Nuestro corazón está con todos nuestros amigos de Los acompañamos en este doloroso momento;-1.0
557;1661;Lo de “La única iglesia que ilumina es la que arde” se dice con muchos argumentos  Seas espiritual o no, la iglesia como institución es la peor, desde las cruzadas, el oscurantismo hasta la pedofilia de hoy  Si me apena HASHTAG es solo por la pérdida cultural y arquitectónica;-1.0;Lo de La única iglesia que ilumina es la que arde se dice con muchos argumentos Seas espiritual o no  la iglesia como institución es la peor  desde las cruzadas  el oscurantismo hasta la pedofilia de hoy Si me apena es solo por la pérdida cultural y arquitectónica;-1.0
558;1666;Feliz día del Libro 📖😊!! Fascinado con el regalo... El Castillo 🏰. . . . HASHTAG  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG📚… https://t.co/6FPXr5FI1y;1.0;Feliz día del Libro Fascinado con el regalo  El Castillo    ;1.0
559;1668;Atlético de Madrid ficha a uno de los mejores defensores de Europa para la temporada 2019-2020... https://t.co/INBIWYXSQ5  HASHTAG  HASHTAG https://t.co/fFYpwusPPp;1.0;Atlético de Madrid ficha a uno de los mejores defensores de Europa para la temporada 20192020 ;1.0
560;1675;Necesito un meme que defina mi felicidad por el fracaso de la derecha (sobre todo de vox) y la izquierda como ganadora. Aún hay esperanza en este país ✊🏼 HASHTAG;1.0;Necesito un meme que defina mi felicidad por el fracaso de la derecha  sobre todo de vox  y la izquierda como ganadora  Aún hay esperanza en este país;-1.0
561;1679;¡Bien Suárez! Vaya instancia para romper el maleficiooo.. HASHTAG HASHTAG;1.0;Bien Suárez Vaya instancia para romper el maleficiooo  ;0.0
562;1681;INCREÍBLE, ESPECTACULAR, ÉPICO, el capítulo de hoy. En tensión hasta el final. HASHTAG HASHTAG https://t.co/4ZbXs4wOLr;1.0;INCREÍBLE  ESPECTACULAR  ÉPICO  el capítulo de hoy  En tensión hasta el final ;0.0
563;1682;Debo decir que no sólo París está de luto en este lado del mundo también lamentamos mucho está gran pérdida no sólo para la religión católica si no también para la Historia.😔    HASHTAG ❤️ 🙏🏻  HASHTAG https://t.co/WghKiFjRHZ;-1.0;Debo decir que no sólo París está de luto en este lado del mundo también lamentamos mucho está gran pérdida no sólo para la religión católica si no también para la Historia ;-1.0
564;1685;La mejor noche 😃👍 entra esto y championes del HASHTAG HASHTAG https://t.co/WNczoGT3sb;1.0;La mejor noche entra esto y championes del;1.0
565;1687;Con ellos la vida se disfruta más, sin ellos... bueno, soy incapaz de concebir la sola idea. HASHTAG 💙📚 USER USER https://t.co/P0jYv9X2mu;-1.0;Con ellos la vida se disfruta más  sin ellos  bueno  soy incapaz de concebir la sola idea ;1.0
566;1688;USER Buenas noticias!  Una de las personas que han podido entrar en HASHTAG nos ha informado que el HASHTAG está bastante bien, pero que muy probablemente se tenga que desmontar durante las obras y se aproveche para limpiar.;1.0;Buenas noticias Una de las personas que han podido entrar en nos ha informado que el está bastante bien  pero que muy probablemente se tenga que desmontar durante las obras y se aproveche para limpiar ;1.0
567;1690;Gracias HASHTAG por dejarme disfrutar este plato futbolístico: HASHTAG Vs. HASHTAG. HASHTAG HASHTAG;1.0;Gracias por dejarme disfrutar este plato futbolístico  Vs  ;1.0
568;1691;HASHTAG ha agotado todos los calificativos posibles. Ha dejado tantos momentos para la historia que no hay manera de medirla. Rotunda e irrepetible obra maestra.;1.0;ha agotado todos los calificativos posibles  Ha dejado tantos momentos para la historia que no hay manera de medirla  Rotunda e irrepetible obra maestra ;-1.0
569;1692;Y lástima por que pudo ser un 5 o 6 a 0... HASHTAG HASHTAG;-1.0;Y lástima por que pudo ser un 5 o 6 a 0 ;-1.0
570;1694;Señoras y Señores con ustedes HASHTAG 👏🏻👏🏻👏🏻 el mejor jugador del  mundo!!! Que cosa tan hermosa!!! Que golazo!!! HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Señoras y Señores con ustedes el mejor jugador del mundo Que cosa tan hermosa Que golazo;1.0
571;1697;"Yo sueño con una Guatemala donde todos los niños tengan acceso a libros, la lectura nos hace personas diferentes, conocedoras; sólo así podemos cambiar a Guatemala ¡VAMOS☝🏼!  HASHTAG HASHTAG HASHTAG ☝🏼 https://t.co/wxnkqKP6d7";1.0;Yo sueño con una Guatemala donde todos los niños tengan acceso a libros  la lectura nos hace personas diferentes  conocedoras  sólo así podemos cambiar a Guatemala VAMOS;1.0
572;1700;Hace ocho meses se veía hermosa... HASHTAG https://t.co/I2R9zzyQZj;-1.0;Hace ocho meses se veía hermosa ;1.0
573;1706;USER a USER afirmó que el papa recibió , como todos en el Vaticano con consternación, shock y tristeza la noticia sobre incendio HASHTAG. En 1 mensaje al arz. Paris el papa se refirió a su dolor por este suceso que se dio justamente al inicio de Semana Santa.;-1.0;a afirmó que el papa recibió  como todos en el Vaticano con consternación  shock y tristeza la noticia sobre incendio  En 1 mensaje al arz  Paris el papa se refirió a su dolor por este suceso que se dio justamente al inicio de Semana Santa ;-1.0
574;1707;Las ideas de un buen libro son igual de frondosas que las hojas del más grande árbol... HASHTAG https://t.co/U904DinF8n;1.0;Las ideas de un buen libro son igual de frondosas que las hojas del más grande árbol ;1.0
575;1710;"⚡️ Muchos son los recuerdos y fotografías que tiene la gente de la catedral de HASHTAG: ""Se reconstruirá y volveremos. Claro que la volveremos a ver!""  https://t.co/QB3hjXOGQo";1.0;Muchos son los recuerdos y fotografías que tiene la gente de la catedral de   Se reconstruirá y volveremos  Claro que la volveremos a ver ;-1.0
576;1713;El HASHTAG del año pasado me publicaron por primera vez. Ese es el motivo más grande por el que me emociona tanto. ❤️✒️ https://t.co/x1wt8nNXqI;1.0;El del año pasado me publicaron por primera vez  Ese es el motivo más grande por el que me emociona tanto ;1.0
577;1715;Feliz día del libro! Dejo una foto del último libro que me leí(el del USER ) y el que actualmente me estoy leyendo. Ambos recomendables HASHTAG https://t.co/nWKvdQOgvh;1.0;Feliz día del libro Dejo una foto del último libro que me leí  el del  y el que actualmente me estoy leyendo  Ambos recomendables;1.0
578;1718;HASHTAG HASHTAG Regalar un libro, recibir un libro, fomentar la lectura, amar los libros, acudir a una biblioteca, son los mejores placeres de la vida. https://t.co/AiNpIyq1RN;1.0;Regalar un libro  recibir un libro  fomentar la lectura  amar los libros  acudir a una biblioteca  son los mejores placeres de la vida ;1.0
579;1721;Que bien he dormido sabiendo que España es progresista, feminista y tolerante. Adiós al discurso del odio y el enfrentamiento. Orgullosa de este país.  HASHTAG HASHTAG HASHTAG;1.0;Que bien he dormido sabiendo que España es progresista  feminista y tolerante  Adiós al discurso del odio y el enfrentamiento  Orgullosa de este país ;0.0
580;1724;Nos acabamos de enterar de la tragedia en HASHTAG y hemos puesto los videos de noticias en Youtube para verlo. Me están dando unas ganas de llorar tremendas. Yo la vi pero hace muchos años. Q pérdida más grande dios mío. Acongoja el corazón 😭;-1.0;Nos acabamos de enterar de la tragedia en y hemos puesto los videos de noticias en Youtube para verlo  Me están dando unas ganas de llorar tremendas  Yo la vi pero hace muchos años  Q pérdida más grande dios mío  Acongoja el corazón;-1.0
581;1729;Otra liga más del Messi Fútbol Club!!!  HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Otra liga más del Messi Fútbol Club;0.0
582;1731;Mañana es la manifestación 🌍#PorElClima HASHTAG y hoy han nominado a USER al Nobel de la Paz por su lucha lucha contra el HASHTAG ¡Enhorabuena HASHTAG👏👏! Para celebrarlo ¡Inundemos las calles mañana! HASHTAG HASHTAG HASHTAG https://t.co/qYCt2gEg8N;1.0;Mañana es la manifestación PorElClima y hoy han nominado a al Nobel de la Paz por su lucha lucha contra el Enhorabuena Para celebrarlo Inundemos las calles mañana;-1.0
583;1732;HASHTAG | Con un HASHTAG estelar, el HASHTAG le ganó 3-0 al HASHTAG en el Camp Nou y quedó con un pie en la final. https://t.co/knTzv5wKBE;1.0;Con un estelar  el le ganó 30 al en el Camp Nou y quedó con un pie en la final ;1.0
584;1735;Gracias a un gol de HASHTAG, el HASHTAG superó al HASHTAG por 1-0 y se proclamó rey de HASHTAG. 🏆 https://t.co/cjYBFiMREJ;1.0;Gracias a un gol de  el superó al por 10 y se proclamó rey de ;1.0
585;1738;Para los que me preguntan ¿Qué pienso de HASHTAG? ¿Por que no comento nada? Pues, aquí va: en mi país nos enseñaron a luchar en contra de las adversidades, a reír aún cuando lloras... No sabía que esto iba a pasar, no sé que pueda pasar mañana!;-1.0;Para los que me preguntan Qué pienso de  Por que no comento nada  Pues  aquí va  en mi país nos enseñaron a luchar en contra de las adversidades  a reír aún cuando lloras  No sabía que esto iba a pasar  no sé que pueda pasar mañana;-1.0
586;1746;Hubo un tiempo que intentaba poner excusas para no afirmar que Leo Messi era el mejor del mundo. Me arrepiento.  Pericos, aunque joda, el cabrón es MUY BUENO, aunque joda. El mejor de la historia.  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG;1.0;Hubo un tiempo que intentaba poner excusas para no afirmar que Leo Messi era el mejor del mundo  Me arrepiento  Pericos  aunque joda  el cabrón es MUY BUENO  aunque joda  El mejor de la historia ;1.0
587;1751;USER Da pena ajena que ese retrógrado de Fran Pérez hablé de HASHTAG sin conocer la Constitución Nacional de Venezuela!!! USER USER USER USER USER;-1.0;Da pena ajena que ese retrógrado de Fran Pérez hablé de sin conocer la Constitución Nacional de Venezuela;-1.0
588;1754;🍊 Contentos con las primeras valoraciones HASHTAG https://t.co/JTlVesxIwm;1.0;Contentos con las primeras valoraciones;1.0
589;1758;USER Mi triste por esta terrible tragedia. Mi corazón está con Paris y Francia el día de hoy! HASHTAG;-1.0;Mi triste por esta terrible tragedia  Mi corazón está con Paris y Francia el día de hoy;-1.0
590;1766;Hasta luego,mejor capitulo de la historia🤯 HASHTAG;1.0;Hasta luego  mejor capitulo de la historia;1.0
591;1773;Ya le metimos a la HASHTAG en USER espero gane hoy el USER 😎✌🏻;1.0;Ya le metimos a la en espero gane hoy el;1.0
592;1775;Leer no hace daño amigos, digo, igual seguirán siendo feos, pero si tienen una buena platica, siempre serán una agradable compañía... HASHTAG https://t.co/YfQXGegbrI;1.0;Leer no hace daño amigos  digo  igual seguirán siendo feos  pero si tienen una buena platica  siempre serán una agradable compañía ;1.0
593;1776;No necesitas recorrer grandes distancias para viajar, solo un buen libro ❤️📖 HASHTAG;1.0;No necesitas recorrer grandes distancias para viajar  solo un buen libro;0.0
594;1784;HASHTAG es una gran pérdida para todos. Pero al menos no hay que lamentar pérdidas humanas. Eso al menos es un consuelo, aunque el daño del incendio es una pena.;-1.0;es una gran pérdida para todos  Pero al menos no hay que lamentar pérdidas humanas  Eso al menos es un consuelo  aunque el daño del incendio es una pena ;-1.0
595;1786;Esta es de la España que hay que estar orgulloso, la que se levanta a votar para parar a la ultraderecha, no la que saca la bandera para hacer daño HASHTAG HASHTAG;1.0;Esta es de la España que hay que estar orgulloso  la que se levanta a votar para parar a la ultraderecha  no la que saca la bandera para hacer daño;0.0
596;1790;Compra,regala, pero sobre todo lee libros, son armas de instrucción masiva. HASHTAG HASHTAG https://t.co/HAs1VVXSDl;1.0;Compra  regala  pero sobre todo lee libros  son armas de instrucción masiva ;1.0
597;1795;USER HASHTAG ¡Bravo Guaidó! ¡Más hombres como tú!;1.0;Bravo Guaidó Más hombres como tú;1.0
598;1799;Tristísimas imágenes de HASHTAG. Se queman siglos de la historia de la humanidad. Una catedral que pasó guerras, pero que el fuego hoy la consume. Macron dice que la reconstruirán y que las dos torres están a salvo. Enorme tarea de los bomberos por delante. https://t.co/9wAKRkSBJH;-1.0;Tristísimas imágenes de  Se queman siglos de la historia de la humanidad  Una catedral que pasó guerras  pero que el fuego hoy la consume  Macron dice que la reconstruirán y que las dos torres están a salvo  Enorme tarea de los bomberos por delante ;-1.0
599;1800;Aún así hay 2 millones de personas que han votado a la extrema derecha. Eso me da miedo. Pero no va a quitarme la felicidad que tengo ahora mismo. Hemos salido a luchar y lo hemos conseguido. HASHTAG;1.0;Aún así hay 2 millones de personas que han votado a la extrema derecha  Eso me da miedo  Pero no va a quitarme la felicidad que tengo ahora mismo  Hemos salido a luchar y lo hemos conseguido ;-1.0
600;1801;Gracias España por mirar hacia al futuro y apostar por vivir en un país que lucha por la igualdad, los derechos sociales y la defensa de la mujer. Así, podremos hacer frente a cualquiera que nos quiera hacer retroceder 💪🏼❤️💜 HASHTAG HASHTAG;1.0;Gracias España por mirar hacia al futuro y apostar por vivir en un país que lucha por la igualdad  los derechos sociales y la defensa de la mujer  Así  podremos hacer frente a cualquiera que nos quiera hacer retroceder;1.0
601;1803;De mezclar HASHTAG y HASHTAG solo podía salir una genialidad: HASHTAG https://t.co/JiDefO15Je https://t.co/XoNafhwh7S;1.0;De mezclar y solo podía salir una genialidad ;0.0
602;1804;A mi me llegaron dos regalos de USER ¡Gracias! Y a celebrar el HASHTAG https://t.co/ldJZzdUFhZ;1.0;A mi me llegaron dos regalos de Gracias Y a celebrar el;1.0
603;1807;No sé ustedes pero yo no estoy lista para ver morir a muchos de mis personajes favoritos esta tarde. HASHTAG  HASHTAG  HASHTAG https://t.co/EiOnix2UbM;-1.0;No sé ustedes pero yo no estoy lista para ver morir a muchos de mis personajes favoritos esta tarde ;-1.0
604;1808;HASHTAG expresa su conmoción y tristeza por incendio en HASHTAG de HASHTAG. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/5qRKjPAcgb;-1.0;expresa su conmoción y tristeza por incendio en de ;-1.0
605;1810;Vaaaamos Campeones de la Liga!!!!! HASHTAG HASHTAG;1.0;Vaaaamos Campeones de la Liga;0.0
606;1813;No tengo pruebas pero tampoco dudas de que es, hasta el momento, el mejor capítulo de HASHTAG Qué barbaridad;1.0;No tengo pruebas pero tampoco dudas de que es  hasta el momento  el mejor capítulo de Qué barbaridad;1.0
607;1815;Damos los buenos días con la pena aún en los ojos al ver arder Notre Dame. HASHTAG HASHTAG https://t.co/O89fMIbWu1;-1.0;Damos los buenos días con la pena aún en los ojos al ver arder Notre Dame ;-1.0
608;1817;Hoy sí me siento muy orgullosa de ser española. La gente ha hablado, y quiere seguir construyendo no destruyendo. HASHTAG HASHTAG;1.0;Hoy sí me siento muy orgullosa de ser española  La gente ha hablado  y quiere seguir construyendo no destruyendo ;-1.0
609;1818;HASHTAG más triste que la pérdida de la catedral es la pérdida de almas en HASHTAG;-1.0;más triste que la pérdida de la catedral es la pérdida de almas en;-1.0
610;1821;Si se puede!! España ha hablado en las urnas y mañana seguiremos estando en 2019 y no retrocediendo a 1939. HASHTAG HASHTAG HASHTAG;1.0;Si se puede España ha hablado en las urnas y mañana seguiremos estando en 2019 y no retrocediendo a 1939 ;0.0
611;1822;Los que han votado USER por el voto útil para evitar que ganase USER van a estar la mar de contentos 😓#ElecccionesGenerales28A https://t.co/tfWYpQEvbE;-1.0;Los que han votado por el voto útil para evitar que ganase van a estar la mar de contentos ElecccionesGenerales28A;1.0
612;1824;Incendio en HASHTAG:  La prensa española llena sus primeras páginas con las imágenes del desastre https://t.co/fIRDaBzSa6;-1.0;Incendio en  La prensa española llena sus primeras páginas con las imágenes del desastre;-1.0
613;1828;¡EL REY DE HASHTAG! ¡10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona!;1.0;EL REY DE 10 títulos para Leo Messi en 15 campeonatos españoles disputados defendiendo la camiseta del Barcelona;-1.0
614;1829;Feliz Día del libro!!! Lo festejamos en el colegio con una multitudinaria jornada de lectura!! HASHTAG,#JornadaDeLectura,#blog ,#blogger,#instagram,#Instagrammer,… https://t.co/XB9hSQPUYn;1.0;Feliz Día del libro Lo festejamos en el colegio con una multitudinaria jornada de lectura  JornadaDeLectura  blog  blogger  instagram  Instagrammer ;1.0
615;1832;Te extraño y no quiero vivir esto. Te necesito como eras antes o mejor HASHTAG💕;-1.0;Te extraño y no quiero vivir esto  Te necesito como eras antes o mejor;1.0
616;1835;USER Deja de llenar la timeline de HASHTAG con tus comentarios  insinuando spoilers Por favor 😒;-1.0;Deja de llenar la timeline de con tus comentarios insinuando spoilers Por favor;1.0
617;1836;👉desde que estaba en la escuela me encanta ir a la biblioteca, llegar a llenar varias fichas de los préstamos circulantes.  La verdad empecé no por gusto a acudir a la biblioteca de la escuela a los 9 años, HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG 🐾🙋🏻👉;1.0;desde que estaba en la escuela me encanta ir a la biblioteca  llegar a llenar varias fichas de los préstamos circulantes  La verdad empecé no por gusto a acudir a la biblioteca de la escuela a los 9 años ;1.0
618;1838;La lectura salva! Feliz día del libro! HASHTAG HASHTAG HASHTAG;1.0;La lectura salva Feliz día del libro;1.0
619;1844;HASHTAG 🇪🇸⚽️   ¡Barça grita campeón! Tras superar 1-0 a HASHTAG con gol de Messi, HASHTAG consigue su título número 8 en las últimas 11 ligas. https://t.co/vug8inMZ4H;1.0;Barça grita campeón Tras superar 10 a con gol de Messi  consigue su título número 8 en las últimas 11 ligas ;0.0
